Title,Singer,Genre,Release,Lyric,Year,Month,Year_Month
밝게 빛나는 별이 되어 비춰줄게,송이한,R&BSoul,2020.12.29,우리의 모든 순간이 애틋해 눈물 날 때면 언제나 네게 닿을 수 있게 가까이서 머물게 유난히 더 힘든 날엔 더 이상 외롭지 않게 안아줄게 영원히 내 품에 너를 간직할게 세상이 널 외면해도 모두가 저버린대도 항상 곁에서 변함없이 늘 있어줄게 밝게 빛나는 별이 되어 너를 비춰줄게 매일 어두워 헤맬 때도 앞이 두려워도 언제나 널 지켜줄게 세상이 널 아프게 할 땐 내가 안아줄게 매일 포근한 바람으로 따듯한 햇살로 난 널 지켜줄게 매일 너의 모든 시간 속에 내가 함께할게 오직 너를 위한 소중한 꿈을 담아 밝게 빛나는 별이 되어 너를 비춰줄게 매일 어두워 헤맬 때도 앞이 두려워도 언제나 널 지켜줄게 세상이 널 아프게 할 땐 내가 안아줄게 매일 포근한 바람으로 따듯한 햇살로 난 널 지켜줄게 네가 걸어가는 그 길 따라 수많은 별이 되어 비춰줄게 눈부시게 또 아름답게 너를 비춰줄게 매일 세월이 흐른대도 시간이 지나도 언제나 널 사랑할게 영원히 너만을 빛나게 내가 비춰줄게 매일 길고 긴 시간 속에서 찾아올 끝에도 너를 사랑할게 매일,2020,12,202012
Savage Love (Laxed - Siren Beat) (BTS Remix),Jawsh 685 Jason Derulo 방탄소년단,POP,2020.10.02,Savage love Did somebody did somebody Break your heart Lookin' like an angel But your savage love When you kiss me I know you don't give two fucks But I still want that If I woke up without you I don't know what I would do Thought I could be single forever 'till I met you Usually don't be fallin' be fallin' fallin' fast You gotta way of keeping me comin' back-to-back I just found out the only reason that you lovin' me Was to get back at your ex lover but before you leave Usually I would never would never even care Baby I know she creepin' I feel it in the air Every night every day I try to make you stay But your Savage love Did somebody did somebody Break your heart Lookin' like an angel But your savage love But when you kiss me I know you don't give two fucks But I still want that Your savage love Your savage la-la-love Your savage la-la-love You could use me Cos I still want that 사랑이란 어쩌면 순간의 감정의 나열 조건이 다들 붙지 난 뭘 사랑하는가 영원이라는 말은 어쩌면 모래성 잔잔한 파도 앞에 힘없이 무너져 Every night every day I'm swept away by the waves Don't know what I'm thinking Can’t get you outta my head 내가 두려운 게 그대이든 그때이든 불같이 사랑할래 그댈 지금 Every night and every day I try to make you stay But your Savage love Did somebody did somebody Break your heart Lookin' like an angel But your savage love But when you kiss me I know you don't give two fucks But I still want that Your savage love Your savage la-la-love Your savage la-la-love You could use me Cuz I still want that Your savage love Your savage la-la-love Your savage la-la-love You could use me Baby Savage love Did somebody did somebody Break your heart Lookin' like an angel But your savage love When you kiss me I know you don't give two fucks But I still want that Your savage love savage love Your savage la-la-love Your savage la-la-love You could use me Cos I still want that your savage love,2020,10,202010
밤하늘의 별을(2020),경서,발라드,2020.11.14,밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까 오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아줘 참 많이 어색했었죠 널 처음 만난 날 멀리서 좋아하다가 들킨 사람처럼 숨이 가득 차올라서 아무 말 하지 못했는데 너는 말 없이 웃으며 내 손 잡아줬죠 밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까 오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아줘 널 좋아하는 내 마음이 표현이 안 돼 꿈이 아니면 좋겠어 자꾸 웃음 나와 내 모든 걸 다 준대도 너에겐 아깝질 않아 이 순간이 영원하길 난 정말 행복해 밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까 오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아줘 그저 내 곁에만 있어줘 떠나지 말아줘 많고 많은 사람 중에 너를 만나서 행복하고 싶어 두 번 다시 울지 않을래 오직 내 눈에는 너만 보여 나를 아껴줘 이제부터 혼자가 아니야 우린 함께니까 나나나 난난 난난나 나나나 난난 난난나 나 나나나 난난 난난나 나나난나 나나나 난난 난난나 나나나 난난 난난나 나 나나나 난난 난난나 나나난나,2020,11,202011
라라라,SG 워너비,발라드,2008.04.24,그대는 참 아름다워요 밤 하늘의 별빛보다 빛나요 지친 나의 마음을 따뜻하게 감싸줄 그대 품이 나의 집이죠 세찬 바람 앞에서 꺼질듯한 내 사랑도 잘 참고서 이겨내줬어요 정말 눈물나도록 고마운 맘 아나요 그대 내곁에 살아줘서 사랑해요 사랑해요 내가 그대에게 부족한걸 알지만 세월을 걷다보면 지칠때도 있지만 그대의 쉴곳이 되리라 사랑해요 고마운 내 사랑 평생 그대만을 위해 부를 이노래 사랑 노래 함께 불러요 둘이서 라라라 그대 쳐진 어깨가 내맘을 아프게해요 잘 해준것도 없는 나라서 그대의 고운 손이 세월에 변했어요 못지켜줘서 미안해요 사랑해요 사랑해요 내가 그대에게 부족한걸 알지만 세월을 걷다보면 지칠때도 있지만 그대의 쉴곳이 되리라 사랑해요 고마운 내 사랑 평생 그대만을 위해 부를 이노래 사랑노래 함께 불러요 둘이서 라라라 고마워요 고마워요 그대 자신보다 나를 아껴준 사랑 세상이 등 돌려도 누가 뭐라고 해도 내가 그대 지켜줄게요 사랑해요 소중한 내사랑 평생 그대만을 위해 부를 이노래 사랑노래 함께 불러요 둘이서 라라라 그대 품이 나의 집이죠 영원히 라라라,2008,4,200804
비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH),랩힙합,2021.06.29,비가 오고 네가 생각나 비가 오고 또 비가 오고 슬픈 음악이 흐르면 옛 노래처럼 네가 생각나 네가 생각나 비가 오고 잠이 안 오고 슬픈 음악이 흐르면 옛 가사처럼 네가 생각나 네가 생각나 네가 생각나 술이 물처럼 넘어가네 오늘따라 몸이 예전 같지 않은 걸 내 마음이 모르나 봐 때마침 네가 좋아했던 옛 노래도 흐르니 다시 손 틈새 스며드는 memory 위험해 위험해 속 시원하게 운다 감정을 일절 금했다간 한 순간에 훅 가 구차하게 내 탓 네 탓 이 쓸쓸한 날씨 탓 하긴 싫다 마음 편히 널 그리워할래 인생 뭐 있냐 어차피 알 수 없는 내일인데 I know I know you will never take me back 마음이 약해질 수록 술이 더 세지네 이런 내가 싫겠지만 이해해 인생 뭐 있냐 몇 장 뒤엔 마지막 페이지인데 I know I know you will never take me back 그칠 때만 되면 또 다시 비가 내리네 난 잘 지내 비가 오고 또 비가 오고 슬픈 음악이 흐르면 옛 노래처럼 네가 생각나 네가 생각나 비가 오고 잠이 안 오고 슬픈 음악이 흐르면 옛 가사처럼 네가 생각나 네가 생각나 네가 생각나 다 잊고 싶었지만 증발했다고 믿었던 추억이 비가 됐나 봐 창밖에 쏟아지는 빗방울 내 마음을 두드리면 엉킨 감정을 풀고 다시 이어지는 인연 괜찮은 척 해서 더 아파야 했던 지난 날 이젠 웃으며 맞이하네 공허한 밤 혼자 내뱉는 이 넋두리도 메아리 치다 지쳐 언젠가 끝나겠지 뭐 내버려 둬 사랑 뭐 있냐 어차피 돌아서면 남인데 I know I know you will never take me back 몸이 멀어질 수록 멀어지는게 마음인데 이런 내가 싫겠지만 이해해 사랑 뭐 있냐 몇 장 뒤엔 마지막 페이지인데 I know I know you will never take me back 그칠 때만 되면 또 다시 비가 내리네 잘 지내 비가 오고 또 비가 오고 슬픈 음악이 흐르면 옛 노래처럼 네가 생각나 네가 생각나 비가 오고 잠이 안 오고 슬픈 음악이 흐르면 옛 가사처럼 네가 생각나 네가 생각나 네가 생각나 비 오는 날에 듣기 좋은 노래 자꾸만 더 늘어가네요 비가 오고 비가 오고 또 비가 오고 슬픈 음악이 흐르면 옛 노래처럼 네가 생각나 네가 생각나 비가 오고 잠이 안 오고 슬픈 음악이 흐르면 옛 가사처럼 네가 생각나 네가 생각나 네가 생각나 비 오는 날에 듣기 좋은 노래 자꾸만 더 늘어가네요 이 비가 그치는 날에 해 뜨는 날에 이런 노래 그만할게요,2021,6,202106
Lovesick Girls,BLACKPINK,댄스,2020.10.02,영원한 밤 창문 없는 방에 우릴 가둔 love What can we say 매번 아파도 외치는 love  다치고 망가져도 나 뭘 믿고 버티는 거야 어차피 떠나면 상처투성인 채로 미워하게 될걸 끝장을 보기 전 끝낼 순 없어 이 아픔을 기다린 것처럼  아마 다 잠깐 일지도 몰라 우린 무얼 찾아서 헤매는 걸까  But I don’t care I’ll do it over and over 내 세상 속엔 너만 있으면 돼  We are the lovesick girls 네 멋대로 내 사랑을 끝낼순 없어 We are the lovesick girls 이 아픔 없인 난 아무 의미가 없어  But we were born to be alone Yeah we were born to be alone Yeah we were born to be alone But why we still looking for love  No love letters no x and o’s No love never my exes know No diamond rings that set in stone To the left better left alone  Didn’t wanna be a princess I’m priceless A prince not even on my list Love is a drug that I quit No doctor could help when I’m lovesick  아마 다 잠깐 일지도 몰라 우린 무얼 찾아서 헤매는 걸까  불안한 내 눈빛 속에 널 담아 아프더라도 너만 있으면 돼  We are the lovesick girls 네 멋대로 내 사랑을 끝낼 순 없어 We are the lovesick girls 이 아픔 없인 난 아무 의미가 없어  But we were born to be alone Yeah we were born to be alone Yeah we were born to be alone But why we still looking for love  사랑은 slippin’ and fallin’ 사랑은 killin’ your darlin’ 아프다 아물면 또 찾아오는 이 겁 없는 떨림  들리지 않아 what you say 이 아픔이 난 행복해 나를 불쌍해 하는 네가 내 눈엔 더 불쌍해  We are the lovesick girls 네 멋대로 내 사랑을 끝낼 순 없어 We are the lovesick girls 이 아픔없인 난 아무 의미가 없어  Lovesick girls 모두 결국 떠나가고 Lovesick girls 내 눈물이 무뎌져도 Lovesick girls 아프고 또 아파도 Lovesick girls But we’re still looking for love,2020,10,202010
LOVE DAY (2021) (바른연애 길잡이 X 양요섭 정은지),양요섭 정은지,댄스,2021.03.05,참 많이 궁금해 전부 다 궁금해 왜 잠이 안 오고 네 얼굴만 보여 나도 궁금해 이 맘이 궁금해 왜 너만 보면 웃음이 먼저 나와 친구들 모여서 네 말이 나오면 왜 내가 들떠서 더 듣고 싶은지 너만 있으면 난 딴 사람이 돼 또 뜬금없는 어색한 농담을 늘 해 사실 난 이 느낌이 이상해 구름 위가 있다면 여기일까 혹시 그런 걸까 너와 나 그런 걸까 내 맘과 같다면 시작돼 버린 걸까 너를 많이 많이 좋아해 너를 나 사랑하게 됐나 봐 똑같이 말하고 싶은데 내가 그래도 될까 좀 더 기다려볼까 나도 많이 많이 좋아해 사실 난 이런 맘이 처음인데 더 기다려줄게 더 기다려줄래 난 여기 있을게 여기 있어줄래 우리는 이미 같은 맘인걸 내 뭐가 좋은지 난 그게 궁금해 언제부터 내가 네 맘에 살았니 나도 궁금해 Yeah 네 맘이 궁금해 Yeah 싫지 않은 게 아니라 좋은 거지 예쁜 여자들은 No 참 많고 많은데 No 넌 정말 나밖에 안 보이는 건지 멋진 남자들 누구 네 곁에 많은데 어디 어떻게 네가 내게로 오는 거니 Girl 사실 난 우릴 자꾸 상상해 상상해 이런 기분 어쩐지 수상해 같은 하늘 아래 같은 하늘 아래서 같은 생각을 하고 똑같은 말 이제 해도 될 것 같은데 너를 많이 많이 좋아해 너를 나 사랑하게 됐나 봐 똑같이 말하고 싶은데 내가 그래도 될까 좀 더 기다려볼까 나도 많이 많이 좋아해 사실 난 이런 맘이 처음인데 더 기다려줄게 더 기다려줄래 난 여기 있을게 여기 있어줄래 우리는 이미 같은 맘인걸 누가 좋아해 더 내가 더 그런 건 나 중요치 않은걸 나 손 내밀면 그 손 안 놓을 자신 있다면 영원히 그 손을 놓지 않을게 너를 너무너무 좋아해 사실 난 이미 너를 사랑해 똑같이 말할 수 있는데 왜 난 떨리는 건지 자꾸 망설이는지 아니 너를 너를 사랑해 이제는 내 맘 다 말해줄게 날 믿어주겠니 널 믿어볼게 난 이 사랑 안에서 이 사랑 속에서 나란히 같이 걸어가자 둘이,2021,3,202103
작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,댄스,2019.04.12,모든 게 궁금해 How’s your day Oh tell me 뭐가 널 행복하게 하는지 Oh text me Your every picture 내 머리맡에 두고 싶어 oh bae Come be my teacher 네 모든 걸 다 가르쳐줘 Your 1 your 2 Listen my my baby 나는 저 하늘을 높이 날고 있어 그때 니가 내게 줬던 두 날개로 이제 여긴 너무 높아 난 내 눈에 널 맞추고 싶어 Yeah you makin’ me a boy with luv Oh my my my oh my my my I've waited all my life 네 전부를 함께하고 싶어 Oh my my my oh my my my Looking for something right 이제 조금은 나 알겠어 I want something stronger Than a moment than a moment love I have waited longer For a boy with For a boy with luv 널 알게 된 이후 ya 내 삶은 온통 너 ya 사소한 게 사소하지 않게 만들어버린 너라는 별 하나부터 열까지 모든 게 특별하지 너의 관심사 걸음걸이 말투와 사소한 작은 습관들까지 다 말하지 너무 작던 내가 영웅이 된 거라고 Oh nah 난 말하지 운명 따윈 처음부터 내 게 아니었다고 Oh nah 세계의 평화 No way 거대한 질서 No way 그저 널 지킬 거야 난 Boy with luv Listen my my baby 나는 저 하늘을 높이 날고 있어 그때 니가 내게 줬던 두 날개로 이제 여긴 너무 높아 난 내 눈에 널 맞추고 싶어 Yeah you makin’ me a boy with luv Oh my my my oh my my my You got me high so fast 네 전부를 함께하고 싶어 Oh my my my oh my my my You got me fly so fast 이제 조금은 나 알겠어 Love is nothing stronger Than a boy with luv Love is nothing stronger Than a boy with luv 툭 까놓고 말할게 나도 모르게 힘이 들어가기도 했어 높아버린 sky 커져버린 hall 때론 도망치게 해달라며 기도했어 But 너의 상처는 나의 상처 깨달았을 때 나 다짐했던 걸 니가 준 이카루스의 날개로 태양이 아닌 너에게로 Let me fly Oh my my my oh my my my I've waited all my life 네 전부를 함께하고 싶어 Oh my my my oh my my my Looking for something right 이제 조금은 나 알겠어 I want something stronger Than a moment than a moment love Love is nothing stronger Than a boy with luv,2019,4,201904
Dolphin,오마이걸 (OH MY GIRL),댄스,2020.04.27,oh my god 타이밍이 참 얄미워 오늘 같은 날 마주쳐 이게 뭐야 머리는 엉망인 데다 상태가 말이 아니야 모른 척 지나가 줘 내 맘이 방심할 때마다 불쑥 나타난 뒤 헤엄치듯 멀어지는 너 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 어쩐지 오늘 알람이 안 울려 아무거나 막 입었고 지각이야 아래로 몸을 낮추고 숨을 꾹 참아봤지만 아이쿠 들켰나 봐 내 맘이 방심할 때마다 불쑥 나타난 뒤 헤엄치듯 멀어지는 너 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 이 파도 위 난 온종일 서핑을 하는 느낌 아찔한 feeling 난 솔직히 푹 빠졌지 하지만 이건 secret 또 물보라를 일으켜 갑자기 웃으며 얼굴을 불쑥 다가온 뒤 원을 갈라 하트를 그려 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜,2020,4,202004
잠이 오질 않네요,장범준,발라드,2020.10.24,당신은 날 설레게 만들어 조용한 내 마음 자꾸만 춤추게 해 얼마나 얼마나 날 떨리게 하는지 당신이 이 밤을 항상 잠 못 들게 해 매일 같은 밤 너를 생각하면서 유치한 노랠 들으며 심장이 춤을 추면서 오오 난 너를 기다리면서 유치한 노랠 부르며 심장이 춤을 추면서 워 나를 떨리게 하나요 그대 왜 나를 설레게 하나요 자꾸만 오늘도 잠 못 이루는 이 밤 아름다운 그대 나를 아프게 하나요 웃는 그대 왜 자꾸 설레게 하나요 하염없이 오늘 밤 잠이 오질 않네요 보고 싶은 그대여 당신이 날 힘들게 만들어 갑자기 내 마음 자꾸만 멍들게 해 얼마나 얼마나 잠 못 들게 하는지 고요한 내 마음 항상 시끄럽게 해 매일 같은 밤 너를 생각하면서 유치한 노랠 들으며 심장이 춤을 추면서 워 난 너를 기다리면서 유치한 노랠 부르며 심장이 춤을 추면서 워 나를 떨리게 하나요 그대 왜 나를 설레게 하나요 자꾸만 오늘도 잠 못 이루는 이 밤 아름다운 그대 나를 아프게 하나요 웃는 그대 왜 자꾸 설레게 하나요 하염없이 오늘 밤 잠이 오질 않네요 보고 싶은 그대여 매일 밤 너를 생각하면서 유치한 노랠 들으며 심장이 춤을 추면서 워오 난 너를 기다리면서 유치한 노랠 부르며 심장이 춤을 추면서 워 나를 떨리게 하나요 그대 왜 나를 설레게 하나요 자꾸만 오늘도 잠 못 이루는 이 밤 아름다운 그대여 나를 아프게 하나요 웃는 그대 왜 자꾸 설레게 하나요 하염없이 오늘 밤 잠이 오질 않네요 보고 싶은 그대여,2020,10,202010
마.피.아. In the morning,ITZY (있지),랩힙합,2021.04.30,Shhhhhhh Guess who loves you 나야 나 Do I show you No야 No 아직 Time이 아냐 난 좀 더 가까이 좀 더 가까이 그러다 갑자기 싹 I’mma steal it 마음을 훔쳐 You are gonna love me 결정적일 때 이빨을 드러내는 Type 나와 두 눈이 마주쳐도 난 흔들림이 없어 No 널 사랑하는 게 죄라면 범인은 Who You’ll never know Baby 헷갈려 헷갈려 헷갈리겠지 넌 결국엔 내 거야 내 거야 내 게 되겠지 넌 이제 Finally finally 택할 시간이야 벌써 어느새 또 밤이 되었습니다 I’m the mafia Ma ma ma ma mafia ya ya We do it like a mafia I’m the mafia Ma ma ma ma mafia ya ya We do it like a mafia 또 아침이 밝았습니다 어젯밤에도 You don’t even know 누구일까 Mafia 날이 밝아도 You don’t even know 누구일까 Mafia 배우보다 더 배우 늑대 가지고 노는 여우 전혀 안 보이겠지 Clue 하지만 나에겐 다 계획이 있다고 Go 그만 머뭇머뭇대 슬슬 작전 개시 너를 뺏어 뺏어 뺏어 Like a caper movie 알 수 없는 Poker face 점령해 네 맘속 Place Hurry up Baby catch me if you can haha Baby 헷갈려 헷갈려 헷갈리겠지 넌 결국엔 내 거야 내 거야 내 게 되겠지 넌 이제 Finally finally 택할 시간이야 벌써 어느새 또 밤이 되었습니다 I’m the mafia Ma ma ma ma mafia ya ya We do it like a mafia I’m the mafia Ma ma ma ma mafia ya ya We do it like a mafia 누구일까 Mafia 마지막 밤이 깊었어 Baby 이 밤이 지나면 네 곁엔 나 하나 Yeah yeah 마침내 피할 수 없는 아침이 와 Hahaha I’m the mafia Ma ma ma ma mafia ya ya We do it like a mafia I’m the mafia Ma ma ma ma mafia ya ya We do it like a mafia 또 아침이 밝았습니다 어젯밤에도 You don’t even know 누구일까 Mafia 날이 밝아도 You don’t even know 누구일까 Mafia,2021,4,202104
추억은 만남보다 이별에 남아,정동하,발라드,2021.01.31,아득한 시간 속에 아직 우리 사랑이 남아있을까 멀어지던 그날의 너를 따라 걸어도 텅 빈 거리엔 미움만 너의 흔적을 마주칠 때마다 익숙함 속에 떠나보내던 소중했던 모든 날들은 후회로 남아 이렇게 또 내게 다가오나 봐 멍하니 혼자 남아 나도 모르게 널 그리워하다 떠오르는 네 생각에 하루를 살아 선명했던 우리의 추억은 만남보다 이별에 남아 여전히 너를 사랑하게 하나 봐 그날처럼 저녁 빛에 밤이 물들면 길게 늘어진 그림자처럼 흩어질 듯 더 커져가는 너의 모습은 아직도 내 안에 가득한가 봐 멍하니 혼자 남아 나도 모르게 널 그리워하다 떠오르는 네 생각에 하루를 살아 선명했던 우리의 추억은 만남보다 이별에 남아 여전히 너를 사랑하고 있나 봐 바보처럼 흩날리는 기억의 모든 순간마다 너를 매일 이렇게 불러본다 꼭 한 번쯤 너에게 해주고 싶었던 말 너무 사랑했다고 다시는 너를 떠나지 않겠다고 여전히 너를 사랑하고 있다고 그날 보다,2021,1,202101
에잇(Prod.&Feat. SUGA of BTS),아이유,록메탈,2020.05.06,So are you happy now Finally happy now are you  뭐 그대로야 난 다 잃어버린 것 같아  모든 게 맘대로 왔다가 인사도 없이 떠나 이대로는 무엇도 사랑하고 싶지 않아 다 해질 대로 해져버린 기억 속을 여행해  우리는 오렌지 태양 아래 그림자 없이 함께 춤을 춰 정해진 이별 따위는 없어 아름다웠던 그 기억에서 만나 Forever young  우우우 우우우우 우우우 우우우우 Forever we young 우우우 우우우우 이런 악몽이라면 영영 깨지 않을게  섬 그래 여긴 섬 서로가 만든 작은 섬 예 음 forever young 영원이란 말은 모래성  작별은 마치 재난문자 같지 그리움과 같이 맞이하는 아침 서로가 이 영겁을 지나 꼭 이 섬에서 다시 만나  지나듯 날 위로하던 누구의 말대로 고작 한 뼘짜리 추억을 잊는 게 참 쉽지 않아 시간이 지나도 여전히 날 붙드는 그곳에  우리는 오렌지 태양 아래 그림자 없이 함께 춤을 춰 정해진 안녕 따위는 없어 아름다웠던 그 기억에서 만나  우리는 서로를 베고 누워 슬프지 않은 이야기를 나눠 우울한 결말 따위는 없어 난 영원히 널 이 기억에서 만나 Forever young  우우우 우우우우 우우우 우우우우 Forever we young 우우우 우우우우 이런 악몽이라면 영영 깨지 않을게,2020,5,202005
Blueming,아이유,록메탈,2019.11.18,‘뭐해?‘라는 두 글자에 ‘네가 보고 싶어’ 나의 속마음을 담아 우 이모티콘 하나하나 속에 달라지는 내 미묘한 심리를 알까 우  아니 바쁘지 않아 nothing no no 잠들어 있지 않아 insomnia nia nia 지금 다른 사람과 함께이지 않아 응 나도 너를 생각 중  우리의 네모 칸은 bloom 엄지손가락으로 장미꽃을 피워 향기에 취할 것 같아 우 오직 둘만의 비밀의 정원  I feel bloom I feel bloom I feel bloom 너에게 한 송이를 더 보내  밤샘 작업으로 업데이트 흥미로운 이 작품의 지은이 that’s me 우 어쩜 이 관계의 클라이맥스 2막으로 넘어가기엔 지금이 good timing 우  같은 맘인 걸 알아 realize la lize 말을 고르지 말아 just reply la la ly 조금 장난스러운 나의 은유에 네 해석이 궁금해  우리의 색은 gray and blue 엄지손가락으로 말풍선을 띄워 금세 터질 것 같아 우 호흡이 가빠져 어지러워  I feel blue. I feel blue. I feel blue. 너에게 가득히 채워  띄어쓰기없이보낼게사랑인것같애 백만송이장미꽃을 나랑피워볼래? 꽃잎의 색은 우리 마음 가는 대로 칠해 시들 때도 예쁘게  우리의 네모 칸은 bloom 엄지손가락으로 장미꽃을 피워 향기에 취할 것 같아 우 오직 둘만의 비밀의 정원  I feel bloom I feel bloom I feel bloom 너에게 한 송이를 더 보내,2019,11,201911
취기를 빌려 (취향저격 그녀 X 산들),산들,발라드,2020.07.20,언제부턴가 불쑥 내 습관이 돼버린 너 혹시나 이런 맘이 어쩌면 부담일까 널 주저했어 언제부턴가 점점 내 하루에 스며든 너 아침을 깨우는 네 생각에 어느샌가 거리엔 어둠이 젖어 들고 취기를 빌려 오늘 너에게 고백할 거야 하루하루 네가 좋다고 괜히 어색할까 혼자 애만 태우다 끝끝내 망설여왔던 순간 알잖아 나 무뚝뚝하고 말도 없는 걸 서툰 표현이 쑥스러워서 괜히 쓰다 지울 문자만 바라보다 멋쩍은 쓴웃음만 언제부턴가 가끔 너와 마주칠 때마다 한참을 머뭇거린 어설픈 손 인사만 오늘 밤도 후회로 잦아들고 취기를 빌려 오늘 너에게 고백할 거야 하루하루 보고 싶다고 괜히 어색할까 혼자 애만 태우다 수없이 연습해왔던 그 말 알잖아 나 무뚝뚝하고 말도 없는 걸 서툰 표현이 쑥스러워서 괜히 쓰다 지울 문자만 바라보다 멋쩍은 쓴웃음만 첫눈을 빌려 오늘은 꼭 고백할 거야 작은 너를 품에 안고서 눈을 마주하고 너무 사랑한다고 함께 하고 싶다고,2020,7,202007
어떻게 이별까지 사랑하겠어 널 사랑하는 거지,AKMU (악뮤),발라드,2019.09.25,일부러 몇 발자국 물러나 내가 없이 혼자 걷는 널 바라본다 옆자리 허전한 너의 풍경 흑백 거리 가운데 넌 뒤돌아본다 그때 알게 되었어 난 널 떠날 수 없단 걸 우리 사이에 그 어떤 힘든 일도 이별보단 버틸 수 있는 것들이었죠 어떻게 이별까지 사랑하겠어 널 사랑하는 거지 사랑이라는 이유로 서로를 포기하고 찢어질 것같이 아파할 수 없어 난 두세 번 더 길을 돌아갈까 적막 짙은 도로 위에 걸음을 포갠다 아무 말 없는 대화 나누며 주마등이 길을 비춘 먼 곳을 본다 그때 알게 되었어 난 더 갈 수 없단 걸 한 발 한 발 이별에 가까워질수록 너와 맞잡은 손이 사라지는 것 같죠 어떻게 이별까지 사랑하겠어 널 사랑하는 거지 사랑이라는 이유로 서로를 포기하고 찢어질 것같이 아파할 수 없어 난 어떻게 내가 어떻게 너를 이후에 우리 바다처럼 깊은 사랑이 다 마를 때까지 기다리는 게 이별일 텐데 어떻게 내가 어떻게 너를 이후에 우리 바다처럼 깊은 사랑이 다 마를 때까지 기다리는 게 이별일 텐데,2019,9,201909
아로하,조정석,발라드 국내드라마,2020.03.27,어두운 불빛아래 촛불 하나 와인 잔에 담긴 약속하나 항상 너의 곁에서 널 지켜줄거야 날 믿어준 너였잖아 나 바라는 건 오직 하나 영원한 행복을 꿈꾸지만 화려하지 않아도 꿈같진 않아도 너만 있어주면 돼 걱정 마 I believe 언제나 I believe 이 순간을 잊지 않을게 내 품에 I believe 안긴 너의 미소가 영원히 빛을 잃어 가지 않게 Cause your love is so sweet You are my everything 첫날 밤에 단 꿈에 젖어 하는 말이 아냐 난 변하지 않아 오직 너만 바라볼거야 oh You’re light of my life You are the one in my life 내 모든걸 다 잃는대도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 나 바라는 건 오직 하나 영원한 행복을 꿈꾸지만 화려하지 않아도 꿈같진 않아도 너만 있어주면 돼 약속해 I believe 힘들 땐 I believe 너의 그늘이 되어줄게 내품에 I believe 안긴 너의 미소가 영원히 빛을 잃어 가지 않게 Cause your love is so sweet You are my everything 첫날 밤에 단 꿈에 젖어 하는 말이 아냐 난 변하지 않아 오직 너만 바라볼거야 oh You’re light of my life You are the one in my life 내 모든걸 다 잃는대도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 You’re light of my life You are the one in my life 내 모든걸 다 잃는대도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 All I ever want is your love,2020,3,202003
OHAYO MY NIGHT,디핵 (D-Hack) PATEKO (파테코),랩힙합,2020.06.20,너를 사랑하고 있어 너를 사랑하고 있어 자기야 날 사랑해주면 안 될까 말처럼 쉽지는 않은 걸 알지만 세게 날 안아주면 안 될까 오늘따라 세상이 무섭단 말이야 잠깐 인공호흡을 해주라 왠지 숨이 잘 안 쉬어져서 난 날 놓을 거면 과거에 놔주라 네가 있는 시간에서 죽어갈 거야 우리 그냥 결혼하면 안 될까 돈은 내가 열심히 벌 테니까 이 세상과 내가 눈감는 날 까지만 날 사랑한다 말해주라 내가 너를 사랑해도 네가 날 안 사랑해도 우린 나름대로 행복할 거야 내 방 천장에 그려 본 내 우주에게 물어본 말은 나를 사랑하면 안 될까 오사카나 오키나와의 바다 내 뮤비들을 찍었던 곳 말이야 같이 가자 약속했었잖아 그 약속이 깨질까 봐 겁이 나 WHUTUF이 결혼한다 하던 날 진짜 처음으로 걔가 부럽더라 하얀 웨딩드레스를 입은 아름다운 너와 영원을 말할 수 있을까 가족이 되어주라 내 집이 되어주라 나도 날 줄 테니 너도 널 주라 평생의 연인이야 네 말대로 말이야 그래 별과 우주잖아 날 사랑하지 않는다면 나의 사랑 반을 받아 남은 사랑의 반도 내가 채워줄 거야 꼭 내가 너를 사랑해도 네가 날 안 사랑해도 우린 나름대로 행복할 거야 내 방 천장에 그려 본 내 우주에게 물어본 말은 나를 사랑하면 안 될까 내가 너를 사랑해도 네가 날 안 사랑해도 우린 나름대로 행복할 거야 내 방 천장에 그려 본 내 우주에게 물어본 말은 나를 사랑하면 안 될까,2020,6,202006
